date,open,high,low,close,volume,symbol,ret1,ret2,ret3,ret5,ret10,ret20,ret40,ma5_gap,volr5,ma10_gap,volr10,ma20_gap,volr20,ma40_gap,volr40,rsi14,atr14p,body_pct,lower_wick,upper_wick,range_pct,gap,pos10,dd10,bounce10,pos20,dd20,bounce20,pos40,dd40,bounce40,pos60,dd60,bounce60,stoch14,bbpct,bbwidth,volz20,log_dv,down3,down5,target5_cc,next_open,target5_no,target_end_date,prev_close,prev_volume,breadth_ret1_pos,med_ret1,med_ret5,breadth_ma20,future_rank,y_top1,y_top025,y_hit20,y_loss10,tail_p,tail_cdf,model_period
2022-06-15,470.0,540.0,434.0,465.0,3387000.0,4222,0.010869565217391353,0.14532019704433496,0.1923076923076923,0.17721518987341778,0.24331550802139046,0.25336927223719674,0.4220183486238531,0.09877126654064283,3.2035639294024176,0.1607588617074387,6.252538305335056,0.21030713170223847,12.201008645533141,0.27188183807439814,23.067100267311393,82.58064516129032,0.06113671274961597,-0.04716981132075472,0.29245283018867924,0.660377358490566,0.22795698924731184,0.021739130434782705,0.5786516853932584,-0.13888888888888884,0.2845303867403315,0.5967741935483871,-0.13888888888888884,0.31355932203389836,0.6495327102803738,-0.13888888888888884,0.4263803680981595,0.6575342465753424,-0.13888888888888884,0.44859813084112155,57.86516853932584,1.1940556316627193,0.30301192311978614,3.9978220385850562,21.177492538022204,0.0,1.0,0.08387096774193559,452.0,0.11504424778761058,2022-06-22,460.0,1382200.0,0.176,-0.01024140453547917,-0.03743904450045937,0.30637037037037035,0.9833465503568596,0,0,0,0,0.7993279,0.999359637456283,2022-06
2022-06-17,535.0,590.0,502.0,550.0,3416300.0,4222,0.00917431192660545,0.18279569892473124,0.19565217391304346,0.41025641025641035,0.4824797843665769,0.5027322404371584,0.6129032258064515,0.1335531739488871,1.568419506193244,0.26002290950744555,3.1012727173695964,0.3678189505098233,6.133007800227992,0.46373918829008653,11.934464026829225,87.94642857142857,0.0735064935064935,0.17045454545454544,0.375,0.45454545454545453,0.16,-0.01834862385321101,0.8198198198198198,-0.06779661016949157,0.49456521739130443,0.8305084745762712,-0.06779661016949157,0.5536723163841808,0.8473282442748091,-0.06779661016949157,0.6768292682926829,0.8513011152416357,-0.06779661016949157,0.7133956386292835,82.45614035087719,1.1568531788588756,0.5599713335464408,2.6116190069259,21.353986930807245,0.0,0.0,-0.17818181818181822,550.0,-0.17818181818181822,2022-06-24,545.0,2206400.0,0.19525925925925927,-0.010948905109489093,-0.03514376996805113,0.22725925925925927,0.0008130081300813008,0,0,0,1,0.84969836,0.9998768533569775,2022-06
2022-06-17,261.0,293.0,260.0,271.0,3718200.0,6046,0.03041825095057038,0.06274509803921569,0.2098214285714286,0.24311926605504586,0.40414507772020736,0.47282608695652173,0.29047619047619055,0.10342019543973935,1.9578747827918488,0.18703460359176516,3.7683186378838553,0.2975819966483122,7.388228748559393,0.3321863094506574,13.743750866330915,92.3076923076923,0.06826568265682657,0.30303030303030304,0.030303030303030304,0.6666666666666666,0.12177121771217712,-0.0076045627376425395,0.7619047619047619,-0.08445945945945943,0.418848167539267,0.782608695652174,-0.08445945945945943,0.49723756906077354,0.7844827586206896,-0.08445945945945943,0.5055555555555555,0.7844827586206896,-0.08445945945945943,0.5055555555555555,76.41509433962264,1.09811508453533,0.4975330071795479,2.9059844547783036,20.73086906005038,0.0,1.0,-0.03321033210332103,274.0,-0.04379562043795615,2022-06-24,263.0,3373100.0,0.19525925925925927,-0.010948905109489093,-0.03514376996805113,0.22725925925925927,0.044715447154471545,0,0,0,0,0.84584206,0.9998768533569775,2022-06
2022-07-01,661.5,757.0,608.0,626.5,5735600.0,7359,-0.10179211469534055,0.06457094307561606,0.2296368989205102,0.2971014492753623,0.2656565656565657,0.30385015608740895,0.9486780715396579,0.06565742473209735,1.2159010930305523,0.12507856693903197,1.5688612927049428,0.18627218934911238,1.690027962838007,0.4422191528545121,2.3863532348658207,62.03389830508474,0.12490023942537909,-0.2348993288590604,0.12416107382550336,0.6409395973154363,0.237829209896249,-0.05161290322580647,0.5484429065743944,-0.1723910171730515,0.3386752136752136,0.6308345120226309,-0.1723910171730515,0.5526641883519208,0.7368951612903226,-0.1723910171730515,1.4003831417624522,0.7368951612903226,-0.1723910171730515,1.4003831417624522,63.083451202263085,0.8773353976350312,0.49365151140492747,0.7119947063382761,22.002351698437437,1.0,2.0,-0.059856344772545866,596.5,-0.012573344509639539,2022-07-08,697.5,10512400.0,0.193205317577548,-0.0091324200913242,-0.005056890012642201,0.35775480059084197,0.30919446704637915,0,0,0,0,0.8458229,0.9995113138253762,2022-07
2022-07-12,724.0,872.0,709.5,723.0,12826400.0,7359,-0.021650879566982417,0.2275042444821731,0.23484201537147742,0.2796460176991151,0.41903827281648676,0.6084538375973303,1.6483516483516483,0.13340649004546168,4.102452567071376,0.16181905833199428,3.137051566764824,0.28842555466452824,4.386188689826863,0.470446167535274,4.492751084972906,63.93568147013782,0.12502469867615096,-0.006153846153846154,0.08307692307692308,0.9107692307692308,0.22475795297372061,-0.020297699594046037,0.5518796992481203,-0.17087155963302747,0.340129749768304,0.6819637139807898,-0.17087155963302747,0.79182156133829,0.7489469250210615,-0.17087155963302747,1.5960502692998206,0.7561374795417348,-0.17087155963302747,1.7701149425287355,63.118811881188115,0.982822428365667,0.5973739779256655,2.8724205178222184,22.950425327123362,1.0,2.0,-0.0864453665283541,708.0,-0.067090395480226,2022-07-20,739.0,1090400.0,0.1559362079149439,-0.012186870853823584,-0.0020000000000000018,0.5265800354400473,0.015754560530679935,0,0,0,0,0.82976,0.9992447577301268,2022-07
2022-07-01,596.0,633.0,566.0,603.0,2574200.0,1711,0.03786574870912229,0.18934911242603558,0.191699604743083,0.44951923076923084,0.47073170731707314,0.49257425742574257,0.4425837320574162,0.13218174990612086,1.5361204931434913,0.2740333826325798,2.659682185440043,0.351563375546341,4.7864932456931415,0.4347748498007258,8.374377826214255,80.06756756756756,0.06965174129353234,0.1044776119402985,0.44776119402985076,0.44776119402985076,0.1111111111111111,0.025817555938037806,0.8804780876494024,-0.04739336492891,0.5785340314136125,0.8804780876494024,-0.04739336492891,0.5785340314136125,0.8932384341637011,-0.04739336492891,0.7130681818181819,0.8932384341637011,-0.04739336492891,0.7130681818181819,88.04780876494024,1.1817320639348257,0.5156914191730769,2.4379803086433296,21.16296656156883,0.0,0.0,-0.08789386401326704,663.0,-0.17043740573152333,2022-07-08,581.0,3205800.0,0.193205317577548,-0.0091324200913242,-0.005056890012642201,0.35775480059084197,0.0024410089503661514,0,0,0,1,0.8495601,0.9995853571851676,2022-07
2022-07-12,249.0,263.0,231.0,239.0,7987100.0,4596,-0.008298755186721962,0.1064814814814814,0.08636363636363642,0.16019417475728148,0.00843881856540074,0.1220657276995305,0.6950354609929077,0.05845881310894585,1.1421335766193728,0.08587005906406175,1.6077158120604351,0.1327014218009479,1.2643167796496144,0.3206243956347563,2.2242086781203487,61.87500000000001,0.12522414823670053,-0.3125,0.25,0.4375,0.13389121338912133,0.03319502074688807,0.5857142857142857,-0.10820895522388063,0.20707070707070696,0.648,-0.15547703180212014,0.5126582278481013,0.696551724137931,-0.15547703180212014,0.7318840579710144,0.6986301369863014,-0.15547703180212014,0.7445255474452555,56.86274509803921,0.8081876818084274,0.430586391455569,0.3180303476103955,21.36980185062208,2.0,2.0,0.17991631799163188,251.0,0.12350597609561742,2022-07-20,241.0,16081700.0,0.1559362079149439,-0.012186870853823584,-0.0020000000000000018,0.5265800354400473,0.9834162520729685,0,0,0,0,0.8252897,0.999111479682502,2022-07
2022-07-19,267.0,322.0,260.0,307.0,26922200.0,4596,0.1853281853281854,0.2379032258064515,0.2429149797570851,0.27385892116182564,0.49029126213592233,0.4549763033175356,1.0884353741496597,0.1807692307692308,2.577816503571497,0.28130217028380633,3.355627570734139,0.3482652613087396,3.5726612890918656,0.5884102962100632,5.741727613330937,74.30555555555556,0.08562121917170777,0.6451612903225806,0.11290322580645161,0.24193548387096775,0.20195439739413681,0.030888030888030826,0.8790322580645161,-0.04658385093167705,0.5505050505050506,0.8936170212765957,-0.04658385093167705,0.6961325966850829,0.9184782608695652,-0.04658385093167705,1.2246376811594204,0.918918918918919,-0.04658385093167705,1.2408759124087592,87.90322580645162,1.2528667995197957,0.4625854952441457,2.9072020448840736,22.83530953073535,0.0,1.0,-0.10749185667752448,303.0,-0.09570957095709576,2022-07-26,259.0,7914200.0,0.5685174246898996,0.0027472839908261326,-0.005272539452630787,0.5950974601299468,0.012690355329949238,0,0,0,0,0.87274116,0.9998667219523754,2022-07
2022-07-01,183.0,195.0,157.0,158.0,3945500.0,6181,-0.059523809523809534,0.12056737588652489,0.16176470588235303,0.14492753623188404,0.38596491228070184,0.4495412844036697,0.5800000000000001,0.06612685560053988,2.0150869773950704,0.13505747126436796,1.826933317281201,0.26653306613226446,2.5968085351446164,0.3979208139792081,4.864816544445164,73.07692307692308,0.12070524412296565,-0.6578947368421053,0.02631578947368421,0.3157894736842105,0.24050632911392406,0.08928571428571419,0.5432098765432098,-0.18974358974358974,0.38596491228070184,0.63,-0.18974358974358974,0.6631578947368422,0.63,-0.18974358974358974,0.6631578947368422,0.6509433962264151,-0.18974358974358974,0.7752808988764044,63.0,0.9698596617727991,0.5672610096525944,1.3436880658336527,20.250681281574327,1.0,2.0,-0.2088607594936709,168.0,-0.25595238095238093,2022-07-08,168.0,4427400.0,0.193205317577548,-0.0091324200913242,-0.005056890012642201,0.35775480059084197,0.0008136696501220504,0,0,0,1,0.82695323,0.9991262883544604,2022-07
2022-08-04,620.0,648.0,555.0,583.0,4234400.0,7727,-0.03476821192052981,0.15674603174603186,0.16833667334669333,-0.17304964539007095,0.16135458167330685,0.804953560371517,0.8161993769470406,0.06193078324225865,1.901016413461193,-0.06300225008036009,0.8934426575403741,0.15456975938211714,1.6125211828100308,0.438529393621615,3.130210441303934,61.796407185628745,0.16491056113697622,-0.3978494623655914,0.3010752688172043,0.3010752688172043,0.1595197255574614,0.026490066225165476,0.2172043010752688,-0.3843717001055966,0.2095435684647302,0.4185303514376997,-0.3843717001055966,0.8161993769470406,0.4484848484848485,-0.3843717001055966,1.0313588850174216,0.4484848484848485,-0.3843717001055966,1.0313588850174216,36.14035087719298,0.6431775210473161,1.079567227114068,0.3880013760670796,21.626939386281485,1.0,3.0,-0.08576329331046317,573.0,-0.06980802792321117,2022-08-12,604.0,2015200.0,0.5200589970501475,0.0010155207876254568,-0.006141255154379965,0.5412979351032449,0.04541559554413025,0,0,0,0,0.85939723,0.9997485294439221,2022-08
